id_support,operateur,action,technologie,adresse,code_insee,coordonnees,type_support,hauteur_support,proprietaire_support
3060315,SRR,ALL,"GSM 900, UMTS 900, UMTS 2100, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",184 CHEMIN DES ARGONAUTES 97411 ST PAUL,97415,"-21.0939,55.2428",Pylône autostable,21m,Société Réunionnaise de Radiotéléphonie
3070486,BOUYGUES TELECOM,ALL,5G NR 3500,SILO (LA MONTE A BOUCHA) 86130 JAUNAY MARIGNY,86115,"46.6847,0.3603",Pylône autostable,36m,BOUYGUES
3070981,SFR,ALL,"UMTS 900, LTE 700, LTE 800",CHEMIN DES VIGNES (LA CRAS) 38122 CHALON,38066,"45.4508,4.9439",Pylône autostable,"24,2m",ORANGE
3073170,SFR,ALL,"LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 2100",ROUTE DU PUY MARY D680 (LA MONTAGNOUNE) 15140 SALERS,15219,"45.1436,2.5056",Pylône autostable,36m,ON TOWER FRANCE
3074508,ORANGE,ALL,"LTE 700, LTE 800",RD 7 (LES GROIES TORD) 79260 LA CRECHE,79048,"46.3842,-0.3164",Pylône autostable,36m,ATC FRANCE
3098154,SFR,ALL,"GSM 900, UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",RTE DE NOTRE DAME DU MAI STATION TDF DE TOULON - CAP SICIE (NOTRE-DAME DE LA GARDE) 83140 SIX FOURS LES PLAGES,83129,"43.0531,5.8456",Bâtiment,14m,TDF
3100619,ORANGE,SUP,LTE 800,ROUTE DE SOUESMES - D29 (LA CHAUX) 18330 NANCAY,18159,"47.3556,2.195",Château d'eau - réservoir,39m,"Commune, communauté de communes"
3105125,FREE MOBILE,ALL,5G NR 3500,RUE DU CIMETIÈRE CHEMIN RURAL N°12 (LE VERGER) 21270 VIELVERGE,21680,"47.2658,5.4564",Pylône autostable,36m,TOTEM
3108995,FREE MOBILE,ALL,"UMTS 900, LTE 700, LTE 1800, LTE 2600",113-115-117 COURS GAMBETTA 69003 LYON 03,69383,"45.7508,4.8572",Immeuble,"39,7m",Société HLM
3110949,ORANGE,AJO,"GSM 900, UMTS 900, LTE 700, LTE 800, LTE 1800, LTE 2100, LTE 2600, 5G NR 3500",CHE VERT (ROCQUEMAY) 59390 SAILLY LEZ LANNOY,59522,"50.6394,3.2433",Pylône autostable,"36,4m",ATC FRANCE
